start;end;height;prev_height
-20;-8.375588200503925;0.7569183762411605;4.326077789787082
-8.375588200503925;-0.8691928099583297;3.313440694275973;0.7569183762411605
-0.8691928099583297;14.926548551266272;0.9821988343982853;3.313440694275973
14.926548551266272;27.025171192369847;1.96218746557371;0.9821988343982853
27.025171192369847;35.3849167758004;1.1935777978806974;1.96218746557371
35.3849167758004;44.6215689005527;4.22101095260484;1.1935777978806974
44.6215689005527;56.15676190050779;0.12998682964898164;4.22101095260484
56.15676190050779;66.559536930637;2.8242650150546624;0.12998682964898164
66.559536930637;75.85439126765496;1.0377936581149672;2.8242650150546624
75.85439126765496;85.25875839655775;5.704150322559517;1.0377936581149672
85.25875839655775;99.17016844979385;1.7166188480470816;5.704150322559517
99.17016844979385;111.27847059721188;0.4628190718478809;1.7166188480470816
111.27847059721188;117.90269704669146;0.804952180394031;0.4628190718478809
117.90269704669146;128.90621531743778;0.7693845392845815;0.804952180394031
128.90621531743778;137.69236293124445;0.1622665251684981;0.7693845392845815
137.69236293124445;149.02828415136494;1.3398901543081276;0.1622665251684981
149.02828415136494;158.47988734878976;0.9715652297780503;1.3398901543081276
158.47988734878976;166.39103630601883;3.322338228500135;0.9715652297780503
166.39103630601883;173.75042187596935;1.1767403297125532;3.322338228500135
173.75042187596935;183.70121700328306;0.5217328453473823;1.1767403297125532
183.70121700328306;196.81951961390774;0.09845182429423825;0.5217328453473823
196.81951961390774;208.11721304065713;0.948931811215893;0.09845182429423825
208.11721304065713;211.53021555701912;1.7817888981114471;0.948931811215893
211.53021555701912;221.71000165544106;1.620706997512735;1.7817888981114471
221.71000165544106;234.45444222682357;0.15236968024044095;1.620706997512735
234.45444222682357;244.47787687495682;4.1564682373211195;0.15236968024044095
244.47787687495682;254.97882581965243;1.5946401234627463;4.1564682373211195
254.97882581965243;266.3803581513583;0.8661890849826275;1.5946401234627463
266.3803581513583;277.2955991801216;0.3780086081922152;0.8661890849826275
277.2955991801216;287.1243560910728;2.822366594831642;0.3780086081922152
287.1243560910728;293.0026949678124;4.334297006170626;2.822366594831642
293.0026949678124;305.2711635694098;0.3403410212610569;4.334297006170626
305.2711635694098;317.99316844358094;1.71521443704688;0.3403410212610569
317.99316844358094;327.94603900734967;1.2532759311023378;1.71521443704688
327.94603900734967;332.34192189205066;1.6951987722753432;1.2532759311023378
332.34192189205066;335.30797862585143;5.243083126768483;1.6951987722753432
335.30797862585143;344.7832327078577;0.8433484676214813;5.243083126768483
344.7832327078577;352.4730139968187;2.25348846381082;0.8433484676214813
352.4730139968187;363.7745982052992;1.2290417727584204;2.25348846381082
363.7745982052992;372.6331487562395;0.6717096907709538;1.2290417727584204
372.6331487562395;381.3042690372701;1.3867031667503606;0.6717096907709538
381.3042690372701;390.4937433216913;0.9945436905206424;1.3867031667503606
390.4937433216913;398.9468613423545;2.6814312393794415;0.9945436905206424
